TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU438473,98.1
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha concinnimacula,GU438471,97.5
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU094645,97.5
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis sp. BIOUG22929-B07,MG365473,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis sp. BARS_2016_2_239,MG360741,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Oxymacaria,Oxymacaria temeraria,KX861058,96.8
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis reticulatana,KT134090,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis sulfureana,KM554182,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis reticulatana,KM546646,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis tristriata,KM542408,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Zeheba,Zeheba sp. ANIC1,KF394457,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Cerura,Cerura rarata,JN274468,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis sulfureana,HQ985489,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nolidae,Pterogonia,Pterogonia cardinalis,HQ951471,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Brachycyttara,Brachycyttara sp. ANIC1,HQ950212,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Brachycyttara,Brachycyttara crypsipyrrha,HQ950210,96.2
ArthCOI,ESV_069342,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis tristriata,GU801246,96.8
ArthCOI,ESV_069341,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis pulcherrimana,HM427799,98.7
ArthCOI,ESV_069340,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,HM427910,100
ArthCOI,ESV_069340,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha concinnimacula,GU438471,100
ArthCOI,ESV_069340,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU094645,100
ArthCOI,ESV_069339,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,MW352893,100
ArthCOI,ESV_069339,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KR453987,100
ArthCOI,ESV_069339,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ392404,100
ArthCOI,ESV_069339,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ384898,100
ArthCOI,ESV_069339,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU438473,100
ArthCOI,ESV_069337,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis pulcherrimana,HM427799,99.4
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus sp. BIOUG31792-E04,MG047791,98.1
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus imbecillus,MG046706,98.7
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus imbecillus,MG046267,98.1
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus sp. BIOUG31792-E03,MG042480,98.7
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus imbecillus,KT707072,98.7
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus imbecillus,KT702096,98.7
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus imbecillus,KT700808,98.1
ArthCOI,ESV_069336,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus marxi,HQ924619,98.1
ArthCOI,ESV_069335,Eukaryota,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,MG047022,100
ArthCOI,ESV_069335,Eukaryota,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,MF817109,100
ArthCOI,ESV_069335,Eukaryota,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,MF813304,100
ArthCOI,ESV_069335,Eukaryota,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,MF811039,100
ArthCOI,ESV_069334,Eukaryota,Arthropoda,Insecta,Lepidoptera,Acrolophidae,Acrolophus,Acrolophus mortipennella,HQ583337,100
ArthCOI,ESV_004156,Eukaryota,Tubulinea,Elardia,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,KP691356,87.1
ArthCOI,ESV_004156,Eukaryota,Tubulinea,Elardia,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,KP691352,86.5
ArthCOI,ESV_004156,Eukaryota,Tubulinea,Elardia,Arcellinida,Hyalospheniidae,Nebela,Nebela guttata,JX682588,86.5
ArthCOI,ESV_069333,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerma,Cerma cerintha,GU801527,100
ArthCOI,ESV_005934,Eukaryota,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,Cypridopsis vidua,MG936609,100
ArthCOI,ESV_005934,Eukaryota,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,Cypridopsis vidua,MG310407,100
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias tyche,MZ021525,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias palaeno,MW503689,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias palaeno,MW503658,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. MM23786,MW503084,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. MM23782,MW500076,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. MM23784,MW499018,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD:AAA3447,MN672921,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG26191-C09,MG470248,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG26191-C10,MG469333,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17252-C01,MG468990,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG26191-D04,MG467008,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17430-E05,MG466796,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17561-F06,MG466298,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17252-C02,MG465548,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG26191-D06,MG465006,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG26191-E02,MG464825,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG24599-C08,MG464659,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG27506-H10,MG464354,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17053-A01,MG464073,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17055-E06,MG463617,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17744-B04,MG463424,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17323-G04,MG365072,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG23189-E01,MG363997,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG25807-H11,MG363384,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17321-G04,MG359109,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17320-G04,MG358555,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17322-G04,MG356995,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,,,KX781912,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias christina,KU874677,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD:AAA3447,KT705394,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD-2016,KT146522,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias philodice,KT141529,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD-2016,KT131458,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias nastes,KT125205,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD-2016,KR936949,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias interior,KM554926,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias philodice,KM553766,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias gigantea,KM553589,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias pelidne,KM552161,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias alexandra,KM550109,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias chippewa,KM547614,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD:AAA3447,JN265885,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias harfordii,JN265783,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias christina,JF841247,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias christina,JF841246,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias behrii,HQ918791,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias eurytheme,HQ583575,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias philodice,HQ561166,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias heos,HE775176,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias cocandica,HE775168,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias marcopolo,HE775167,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias marcopolo,HE775166,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias lada,HE775165,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias nebulosa,HE775164,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias staudingeri,HE775161,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias tyche,HE775148,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias scudderii,GU684899,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias harfordii,GU675560,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias palaeno,GU096749,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias hecla,EU583873,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias meadii,EU583867,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias elis,EU583862,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias vitabunda,EU583859,99.4
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias philodice,EU583856,98.7
ArthCOI,ESV_069332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias philodice,EU583855,98.7
ArthCOI,ESV_069331,Eukaryota,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phaedon,Phaedon sp. BOLD:AAN6004,HQ984329,93
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias tyche,MZ021525,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias palaeno,MW503658,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. MM23786,MW503084,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. MM23782,MW500076,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. MM23784,MW499018,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG26191-C10,MG469333,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG26191-D06,MG465006,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG24599-C08,MG464659,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17744-B04,MG463424,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17323-G04,MG365072,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17321-G04,MG359109,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BIOUG17320-G04,MG358555,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD-2016,KT146522,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD-2016,KT131458,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias sp. BOLD:AAA3447,JN265885,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias eurytheme,HQ583575,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias philodice,HQ561166,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias tyche,HE775148,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias harfordii,GU675560,100
ArthCOI,ESV_069330,Eukaryota,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias vitabunda,EU583859,100
ArthCOI,ESV_069251,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Litodonta,Litodonta contrasta,MF103539,100
ArthCOI,ESV_069251,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Litodonta,Litodonta hydromeli,HQ583271,100
ArthCOI,ESV_069329,Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadidae,Galanga,Galanga labeculata,HQ958891,92.4
ArthCOI,ESV_069328,Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadidae,Galanga,Galanga labeculata,HQ958891,93
ArthCOI,ESV_026434,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus sp. BOLD:AAG0677,JF838368,98.7
ArthCOI,ESV_026434,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,HQ986370,98.1
ArthCOI,ESV_026434,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus rubens,HQ983632,98.7
ArthCOI,ESV_026434,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus rubens,GU804240,98.7
ArthCOI,ESV_026434,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus rubens,GU804238,98.1
ArthCOI,ESV_026434,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus sp. BOLD:ABX6481,GU804236,98.1
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,MW322713,98.7
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,MG464150,98.7
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,MG463361,98.7
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,MG382448,99.4
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,MG377946,99.4
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,HQ983631,99.4
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,GU804234,99.4
ArthCOI,ESV_013235,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus sp. DIMC027-09,GU013600,98.7
ArthCOI,ESV_008506,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,MG382448,100
ArthCOI,ESV_008506,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,MG377946,100
ArthCOI,ESV_008506,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus veletis,GU804234,100
ArthCOI,ESV_005704,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MT129334,99.4
ArthCOI,ESV_005704,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MF922287,99.4
ArthCOI,ESV_005704,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MF921788,98.7
ArthCOI,ESV_005704,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MF920975,99.4
ArthCOI,ESV_005704,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MF920700,98.7
ArthCOI,ESV_005650,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MT129334,100
ArthCOI,ESV_005650,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MF922287,100
ArthCOI,ESV_005650,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peridroma,Peridroma saucia,MF920975,100
ArthCOI,ESV_001654,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus sp. BOLD:AAG0677,JF838368,99.4
ArthCOI,ESV_001654,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus rubens,HQ983632,99.4
ArthCOI,ESV_001654,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus rubens,GU804240,99.4
ArthCOI,ESV_001654,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus rubens,GU804238,98.7
ArthCOI,ESV_001654,Eukaryota,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,Gryllus sp. BOLD:ABX6481,GU804236,98.7
ArthCOI,ESV_069327,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Thanatus,Thanatus formicinus,KM840260,92.4
ArthCOI,ESV_069327,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Thanatus,Thanatus formicinus,KM833339,92.4
ArthCOI,ESV_069327,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Thanatus,Thanatus formicinus,KM826704,92.4
ArthCOI,ESV_069327,Eukaryota,Arthropoda,Arachnida,Araneae,Philodromidae,Thanatus,Thanatus formicinus,JF885993,93
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MN447995,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG406408,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG406258,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG406243,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG406119,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG406118,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG404421,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG404229,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG403484,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG403066,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG402612,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG401277,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MG400909,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,MF829894,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,KR573903,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,KR573397,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,KR572731,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia sp. BOLD:AAG8827,KR569673,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia sp. BOLD:AAG8827,KR343610,99.4
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia sp. BOLD:AAG8827,KR341182,98.7
ArthCOI,ESV_069326,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia,Lepyronia quadrangularis,KR036263,99.4
