user_name,quality_grade,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
,needs_id,Pilocrocis ramentalis,Scraped Pilocrocis Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pilocrocis
Elizabeth,needs_id,Syrbula,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Syrbula
,research,Amyna stricta,Eight-spot Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amyna
,research,Anax junius,Common Green Darner,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax
Chandler Davis,needs_id,Cotinis nitida,Common Green June Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis
,research,Yucca pallida,Pale Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
,needs_id,Phyllophaga,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga
,research,Chrysopa quadripunctata,Four-spotted Green Lacewing,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa
,research,Myodocha serripes,Long-necked Seed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Myodocha
,research,Cercis canadensis,eastern redbud,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercis
Joshua Ebright,research,Notiobia terminata,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiobia
Joshua Ebright,research,Stenolophus ochropezus,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus
Joshua Ebright,needs_id,Oestroidea,"Bot Flies, Blow Flies, and Allies",Animalia,Arthropoda,Insecta,Diptera,,
Joshua Ebright,research,Tempyra biguttula,,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Tempyra
Joshua Ebright,needs_id,Dipropus,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Dipropus
Joshua Ebright,needs_id,Gryllus pennsylvanicus,Fall Field Cricket,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus
Joshua Ebright,research,Stenolophus ochropezus,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus
Joshua Ebright,needs_id,Curculio,Nut and Acorn Weevils,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio
Joshua Ebright,needs_id,Carabidae,Ground Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,
Joshua Ebright,research,Herpetogramma phaeopteralis,Dusky Herpetogramma Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma
Joshua Ebright,needs_id,Elateridae,Click Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,
"",research,Micrathetis triplex,Triplex Cutworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Micrathetis
Joshua Ebright,needs_id,Ozophora,,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Ozophora
Joshua Ebright,needs_id,Heterocerus fenestratus,,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus
,needs_id,Solanum dimidiatum,western horsenettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Joshua Ebright,needs_id,Tarache aprica,Exposed Bird Dropping Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tarache
Joshua Ebright,needs_id,Ponometia candefacta,Olive-shaded Bird-dropping Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ponometia
Joshua Ebright,needs_id,Stilbus apicalis,,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Stilbus
Joshua Ebright,research,Bembidion impotens,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion
Joshua Ebright,research,Copelatus chevrolati,Chevrolat's Dytiscid,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Copelatus
Joshua Ebright,needs_id,Nylanderia,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Nylanderia
Joshua Ebright,research,Stenolophus dissimilis,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus
Joshua Ebright,needs_id,Coproporus,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Coproporus
Joshua Ebright,research,Norvellina helenae,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Norvellina
Joshua Ebright,research,Notiobia terminata,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Notiobia
,research,Plectocephalus americanus,American basketflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Plectocephalus
Joshua Ebright,research,Digitonthophagus gazella,Gazelle Scarab,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Digitonthophagus
Joshua Ebright,needs_id,Tetramorium bicarinatum,Bicolored Pennant Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium
Joshua Ebright,needs_id,Parthenicus,,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Parthenicus
Joshua Ebright,research,Glyptina cyanipennis,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Glyptina
Joshua Ebright,needs_id,Euborellia,,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia
Joshua Ebright,needs_id,Neobisnius,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Neobisnius
Joshua Ebright,needs_id,Heterocerus fenestratus,,Animalia,Arthropoda,Insecta,Coleoptera,Heteroceridae,Heterocerus
Joshua Ebright,research,Clivina dentipes,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Clivina
Joshua Ebright,research,Typhaea stercorea,Hairy Fungus Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Mycetophagidae,Typhaea
Joshua Ebright,research,Mesovelia mulsanti,Mulsant's Water Treader,Animalia,Arthropoda,Insecta,Hemiptera,Mesoveliidae,Mesovelia
Joshua Ebright,needs_id,Furcacampa,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion
Joshua Ebright,research,Paracymus,,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Paracymus
Joshua Ebright,needs_id,Vacusus confinis,,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Vacusus
Joshua Ebright,needs_id,Vacusus confinis,,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Vacusus
,research,Plectocephalus americanus,American basketflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Plectocephalus
Joshua Ebright,needs_id,Throscidae,Small false click beetles,Animalia,Arthropoda,Insecta,Coleoptera,Throscidae,
Joshua Ebright,needs_id,Curculio,Nut and Acorn Weevils,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Curculio
Joshua Ebright,needs_id,Formicidae,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,
,needs_id,Leiobunum townsendi,,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum
,research,Plectocephalus americanus,American basketflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Plectocephalus
,needs_id,Gaillardia pulchella,Indian blanket,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia
,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
T P,needs_id,Melolonthinae,June Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,
,needs_id,Ipomoea cordatotriloba,Tievine,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea
Jean H.,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
Jean H.,needs_id,Croton capitatus,Hogwort,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
Jean H.,research,Crataegus viridis,green hawthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus
Jean H.,research,Maclura pomifera,Osage-orange,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Maclura
Jean H.,research,Cocculus carolinus,Carolina snailseed,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus
Jean H.,research,Fraxinus albicans,Texas ash,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
Jean H.,research,Cercis canadensis,eastern redbud,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercis
Jean H.,research,Frangula caroliniana,Carolina buckthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula
Jean H.,research,Rhus glabra,smooth sumac,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus
Jean H.,research,Agalinis heterophylla,Prairie False Foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
Jean H.,research,Dermatophyllum secundiflorum,Texas mountain laurel,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dermatophyllum
Jean H.,research,Rhus trilobata,Skunkbush Sumac,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus
Jean H.,research,Cercis canadensis,eastern redbud,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercis
Jean H.,research,Forestiera pubescens,Stretchberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Forestiera
Jean H.,research,Rhus glabra,smooth sumac,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus
Jean H.,research,Eriogonum longifolium,Longleaf Buckwheat,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum
Jean H.,research,Cornus drummondii,roughleaf dogwood,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus
Jean H.,research,Viburnum rufidulum,Rusty Blackhaw,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum
Jean H.,research,Toxicodendron radicans,eastern poison ivy,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron
Jean H.,research,Chasmanthium latifolium,inland wood oats,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chasmanthium
The Nature Jedi,research,Symphyotrichum divaricatum,southern annual saltmarsh aster,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
The Nature Jedi,research,Solanum elaeagnifolium,silverleaf nightshade,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
The Nature Jedi,research,Helicoverpa zea,Corn Earworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa
Lisa Travis,research,Strophostyles helvola,trailing fuzzy-bean,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strophostyles
Lisa Travis,research,Ipomoea lacunosa,White Morning-glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea
Lisa Travis,research,Cucumis melo,Muskmelon,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis
Lisa Travis,research,Portulaca oleracea,Common Purslane,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca
Lisa Travis,research,Mollugo verticillata,green carpetweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Molluginaceae,Mollugo
Lisa Travis,research,Chamaecrista fasciculata,partridge pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
Lisa Travis,research,Euphorbia missurica,Prairie Sandmat,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
Lisa Travis,needs_id,Grindelia lanceolata,Narrowleaf Gumweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia
Lisa Travis,research,Stillingia texana,Texas Stillingia,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Stillingia
Lisa Travis,research,Sanicula canadensis,Black Snakeroot,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula
Lisa Travis,research,Ruellia strepens,smooth ruellia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia
Lisa Travis,research,Ruellia strepens,smooth ruellia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia
Lisa Travis,research,Phytolacca americana,American pokeweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca
Lisa Travis,research,Acer negundo,boxelder,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer
Lisa Travis,research,Ampelopsis cordata,heart leaf peppervine,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis
Ann Sansone,research,Sphex ichneumoneus,Great Golden Digger Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex
Ann Sansone,research,Xylocopa virginica,Eastern Carpenter Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa
,research,Ambrosia trifida,giant ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
Penny Cooley,needs_id,Gutierrezia,matchweeds and snakeweeds,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia
A,research,Parthenium hysterophorus,Santa Maria feverfew,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium
"",research,Erigeron canadensis,horseweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron
Sandra Horton,research,Parthenium hysterophorus,Santa Maria feverfew,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium
,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
Sandra Horton,research,Cardiospermum halicacabum,Lesser Balloon Vine,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cardiospermum
Sandra Horton,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
,research,Eupatorium serotinum,late boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium
Sandra Horton,research,Ipomoea cordatotriloba,Tievine,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea
Sandra Horton,research,Cardiospermum halicacabum,Lesser Balloon Vine,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cardiospermum
Sandra Horton,research,Salvia azurea,giant blue sage,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia
Sandra Horton,research,Pontederia cordata,pickerelweed,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,Pontederia
Sandra Horton,research,Sorghastrum nutans,Indiangrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghastrum
Sandra Horton,research,Salvia azurea,giant blue sage,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia
Sandra Horton,needs_id,Angiospermae,flowering plants,Plantae,Tracheophyta,,,,
Sandra Horton,research,Convolvulus arvensis,field bindweed,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus
Sandra Horton,research,Teucrium canadense,American germander,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium
Sandra Horton,needs_id,Solidago altissima,tall goldenrod,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago
Sandra Horton,needs_id,Ambrosia trifida,giant ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
,research,Quercus stellata,post oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Sandra Horton,research,Desmanthus illinoensis,Illinois bundleflower,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus
Sandra Horton,research,Phyla nodiflora,turkey tangle frogfruit,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla
Sandra Horton,research,Desmanthus leptolobus,Prairie Bundleflower,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus
Sandra Horton,research,Iva annua,Sumpweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Iva
Sandra Horton,research,Panicum virgatum,switchgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum
Sandra Horton,research,Dichromorpha viridis,Short-winged Green Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Dichromorpha
Sandra Horton,research,Oenothera speciosa,Pinkladies,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
Sandra Horton,research,Asclepias viridis,green antelopehorns,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias
Sandra Horton,research,Xanthium strumarium,rough cocklebur,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium
Sandra Horton,needs_id,Setaria viridis,Green Bristle Grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Setaria
Sandra Horton,research,Daucus carota,Queen Anne's lace,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Daucus
Sandra Horton,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
,needs_id,Cynanchum unifarium,Talayote,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cynanchum
Sandra Horton,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
Sandra Horton,research,Asclepias viridis,green antelopehorns,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias
Sandra Horton,research,Iva annua,Sumpweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Iva
Sandra Horton,research,Lactuca saligna,Willowleaf Lettuce,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca
Sandra Horton,research,Croton monanthogynus,Prairie Tea,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
Kristina476,research,Grindelia ciliata,Spanish Gold,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia
Sandra Horton,research,Glandularia bipinnatifida,Dakota mock vervain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Glandularia
Sandra Horton,research,Lepyronia quadrangularis,Diamondback Spittlebug,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia
Sandra Horton,research,Ratibida columnifera,upright prairie coneflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ratibida
Sandra Horton,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
Sandra Horton,needs_id,Rosa foliolosa,White prairie rose,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa
Sandra Horton,research,Plectocephalus americanus,American basketflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Plectocephalus
Sandra Horton,research,Diospyros virginiana,common persimmon,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros
Sandra Horton,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
Sandra Horton,research,Yucca arkansana,Arkansas Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
Sandra Horton,needs_id,Neptunia lutea,Yellow Puff,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neptunia
Sandra Horton,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
Sandra Horton,research,Acaciella angustissima,prairie acacia,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acaciella
Sandra Horton,needs_id,Asteroideae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Sandra Horton,needs_id,Astereae,asters and allies,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Sandra Horton,research,Liatris punctata,dotted gayfeather,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liatris
Sandra Horton,research,Brickellia eupatorioides,False Boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Brickellia
Sandra Horton,research,Dalea multiflora,Roundhead Prairie Clover,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalea
Sandra Horton,needs_id,Andropogoneae,"bluestems, lemon grasses, silvergrasses, and allies",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,
Sandra Horton,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
Sandra Horton,research,Helianthus maximiliani,Maximilian sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
Sandra Horton,research,Dalea multiflora,Roundhead Prairie Clover,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalea
Sandra Horton,research,Euploca tenella,Pasture Heliotrope,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Euploca
Sandra Horton,needs_id,Asteromyia carbonifera,Carbonifera goldenrod gall midge,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Asteromyia
Sandra Horton,needs_id,Silphium radula,Roughstem rosinweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Silphium
Sandra Horton,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
Sandra Horton,needs_id,Angiospermae,flowering plants,Plantae,Tracheophyta,,,,
Sandra Horton,research,Hyphantria cunea,Fall Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria
Sandra Horton,research,Rhus trilobata,Skunkbush Sumac,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus
Sandra Horton,research,Sideroxylon lanuginosum,Gum bumelia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon
Sandra Horton,research,Gleditsia triacanthos,honey locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
Sandra Horton,research,Lactuca serriola,prickly lettuce,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca
Sandra Horton,research,Sixalix atropurpurea,Sweet scabious,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Sixalix
Sandra Horton,research,Sixalix atropurpurea,Sweet scabious,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Sixalix
Sandra Horton,research,Plantago lanceolata,ribwort plantain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago
Sandra Horton,needs_id,Rhynchosida physocalyx,beaked sida,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Rhynchosida
Sandra Horton,research,Glandularia bipinnatifida,Dakota mock vervain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Glandularia
Sandra Horton,research,Stenaria nigricans,diamond-flowers,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenaria
Sandra Horton,research,Asclepias viridis,green antelopehorns,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias
Sandra Horton,research,Solanum dimidiatum,western horsenettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Sandra Horton,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
Sandra Horton,needs_id,Oxalis dillenii,slender yellow woodsorrel,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis
Sandra Horton,research,Stenaria nigricans,diamond-flowers,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenaria
Sandra Horton,research,Solanum dimidiatum,western horsenettle,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Sandra Horton,needs_id,Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Sandra Horton,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
Sandra Horton,research,Agalinis heterophylla,Prairie False Foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
Sandra Horton,research,Sphenophorus cariosus,Nutgrass Billbug,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sphenophorus
Sandra Horton,research,Jadera haematoloma,Red-shouldered Bug,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Jadera
Sandra Horton,research,Cephalanthus occidentalis,buttonbush,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus
"",research,Tripudia quadrifera,Harp-winged Tripudia Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tripudia
"",research,Amyna stricta,Eight-spot Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amyna
"",research,Hymenia perspectalis,Spotted Beet Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hymenia
"",needs_id,Acinopterus,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Acinopterus
"",research,Euschistus obscurus,,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Euschistus
"",research,Hypsopygia olinalis,Yellow-fringed Dolichomia Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Hypsopygia
"",needs_id,Monocrepidius,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Monocrepidius
Sandra Horton,research,Teucrium canadense,American germander,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium
Sandra Horton,research,Cephalanthus occidentalis,buttonbush,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus
Sandra Horton,research,Potamogeton nodosus,Longleaf Pondweed,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton
,research,Cocculus carolinus,Carolina snailseed,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus
Sandra Horton,research,Salvia farinacea,Mealy Blue Sage,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia
Sandra Horton,research,Salvia azurea,giant blue sage,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia
Sandra Horton,needs_id,Cyperus odoratus,Fragrant flatsedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus
Sandra Horton,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Sandra Horton,research,Crematogaster laeviuscula,Shiny Acrobat Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster
Sandra Horton,research,Ratibida columnifera,upright prairie coneflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ratibida
Sandra Horton,needs_id,Vitis cinerea,graybark grape,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis
Sandra Horton,needs_id,Anthophila,Bees,Animalia,Arthropoda,Insecta,Hymenoptera,,
Sandra Horton,needs_id,Halictus ligatus,Ligated Furrow Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus
