observed_on,user_name,quality_grade,lat,long,scientific_name,common_name,kingdom,phylum,class,order,family,genus
5/23/2023,Isaac Eastland,research,32.88818889,-96.57547778,Promachus hinei,,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Promachus
5/23/2023,RandyB,needs_id,33.09212546,-96.68796404,Renia,Renia Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Renia
5/23/2023,RandyB,research,33.09209403,-96.68804836,Systena gracilenta,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Systena
5/23/2023,Crystal White,needs_id,33.07928705,-96.72770097,Centella,Pennywort,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Centella
5/23/2023,,needs_id,32.978775,-96.694625,Platynini,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,
5/23/2023,Lisa Travis,needs_id,33.13508883,-96.84697833,Acanalonia conica,Green Cone-headed Planthopper,Animalia,Arthropoda,Insecta,Hemiptera,Acanaloniidae,Acanalonia
5/23/2023,Samantha Knight,research,32.75285,-96.843995,Megachile sculpturalis,Sculptured Resin Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile
5/21/2023,,research,32.53818795,-97.31479072,Eragrostis curvula,African love grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis
5/6/2023,Ethan Pilarski,needs_id,32.96466145,-96.65740749,Cicadellinae,Sharpshooters,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,
5/23/2023,Mary,needs_id,32.30883077,-96.63439538,Zaleops umbrina,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Zaleops
5/23/2023,Clarence Holmes,needs_id,33.07459134,-96.63996775,Eurytominae,,Animalia,Arthropoda,Insecta,Hymenoptera,Eurytomidae,
5/23/2023,Sam Moore,needs_id,32.53031733,-97.34297154,Ulus,,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Ulus
5/23/2023,Clarence Holmes,needs_id,33.04220467,-96.71603155,Phyllotreta,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta
4/16/2023,,needs_id,33.035321,-96.7280318,Poemeniinae,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,
5/23/2023,Abigail Miller,needs_id,33.1310805,-97.15468617,Bradburia,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bradburia
5/24/2023,Mindy Bray Shumate,needs_id,33.37724722,-97.0076,Brachynemurus,,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Brachynemurus
5/24/2023,,research,33.00622047,-96.53911527,Climaciella brunnea,Brown Wasp Mantidfly,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Climaciella
5/24/2023,Beckey Rutledge Cortines,research,33.11425831,-97.01738942,Euchaetes egle,Milkweed Tussock Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Euchaetes
5/23/2023,Amberley,research,32.75663333,-97.50662167,Peltodytes litoralis,,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Peltodytes
5/23/2023,Amberley,needs_id,32.75669167,-97.506605,Acrolophus cressoni,Cresson's Grass Tubeworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus
5/23/2023,Amberley,research,32.75662167,-97.50663,Orthostethus infuscatus,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Orthostethus
5/24/2023,Jordan L,research,32.90298622,-96.51483467,Megarhyssa macrurus,Long-tailed Giant Ichneumonid Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Megarhyssa
5/24/2023,Sam Kieschnick,needs_id,32.69571774,-96.80994464,Trogomorpha,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Trogomorpha
5/24/2023,,research,32.929825,-96.98857833,Litoprosopus futilis,Palmetto Borer Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Litoprosopus
5/24/2023,Ecologist Steve,needs_id,33.20563952,-97.14960482,Buprestinae,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,
5/24/2023,,research,32.57730719,-97.2289508,Alydus pilosulus,,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydus
5/24/2023,Gordo,needs_id,33.13808197,-97.1331809,Sphaeropthalma,,Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Sphaeropthalma
5/24/2023,RandyB,needs_id,33.09227075,-96.67514125,Conocephalus fasciatus,Slender Meadow Katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Conocephalus
5/24/2023,RandyB,needs_id,33.09220116,-96.67521609,Gutierrezia texana,Texas Snakeweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia
5/24/2023,,needs_id,32.76385,-97.32837833,Eupelminae,,Animalia,Arthropoda,Insecta,Hymenoptera,Eupelmidae,
5/24/2023,,research,33.1363945,-97.1522445,Calligrapha heterothecae,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Calligrapha
5/24/2023,,needs_id,32.99798833,-96.70257,Phengodes,,Animalia,Arthropoda,Insecta,Coleoptera,Phengodidae,Phengodes
5/24/2023,Ty Allen,research,32.20442168,-97.6061007,Stichopogon trifasciatus,Three-banded Robber Fly,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Stichopogon
5/24/2023,Pjunkins,needs_id,33.07593563,-97.22255151,Dissosteira carolina,Carolina Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Dissosteira
5/24/2023,Pjunkins,needs_id,33.07566959,-97.22256198,Burnsius philetas,Desert Checkered-Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius
5/24/2023,Lisa Clark Cagle,needs_id,32.64291579,-97.36052234,Schistocerca alutacea,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca
5/24/2023,,needs_id,32.75161739,-97.11543541,Mollugo,Carpetweeds,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Molluginaceae,Mollugo
5/24/2023,,needs_id,32.76919018,-97.16603592,Froelichia,snakecotton,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Froelichia
5/24/2023,Brynne L Bryan,needs_id,33.04384167,-97.17334667,Eupteryx decemnotata,Ligurian Leafhopper,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Eupteryx
5/24/2023,Con,research,33.34239267,-96.73493693,Aedes aegypti,Yellow Fever Mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes
5/24/2023,Amberley,needs_id,32.75670333,-97.506645,Sternidius,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Sternidius
5/24/2023,Rick Travis,needs_id,33.12505283,-96.878105,Asclerini,,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,
5/25/2023,Amberley,needs_id,32.75664167,-97.5066,Tachyina,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,
5/25/2023,Amberley,needs_id,32.75663833,-97.506605,Languriinae,,Animalia,Arthropoda,Insecta,Coleoptera,Erotylidae,
5/25/2023,,needs_id,32.952775,-97.27382,Chilocorini,,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,
5/24/2023,Mary,research,32.30569014,-96.63468741,Euodynerus bidens,,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus
5/24/2023,Jean H.,research,33.00021389,-96.74035278,Celticecis pubescens,Hackberry Pubescent Gall Midge,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Celticecis
5/25/2023,,needs_id,32.98907471,-96.8225174,Rosa,roses,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa
5/25/2023,jan lapine,needs_id,32.99433111,-97.14709717,Pierinae,Whites,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,
5/25/2023,L. K. Holt,needs_id,32.40816688,-96.17604576,Scytodidae,Spitting Spiders,Animalia,Arthropoda,Arachnida,Araneae,Scytodidae,
5/25/2023,L. K. Holt,needs_id,32.40816688,-96.17604576,Sceliphrini,Mud-dauber Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,
5/24/2023,Sam Moore,research,32.53029223,-97.34303174,Stenelmis,,Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis
5/25/2023,Sam Moore,needs_id,32.53028629,-97.34304229,Gastrocopta,Snaggletooth Snails,Animalia,Mollusca,Gastropoda,Stylommatophora,Gastrocoptidae,Gastrocopta
5/25/2023,Jean H.,research,33.13176111,-96.84086667,Justicia ovata,Looseflower Water-willow,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia
5/25/2023,,needs_id,32.26606456,-97.5598446,Stylurus,Hanging Clubtails,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus
5/25/2023,,needs_id,32.26966521,-97.56261355,Polycesta,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Polycesta
5/25/2023,Sam Kieschnick,research,32.75426785,-96.60941542,Mecas cana,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Mecas
5/25/2023,Sam Kieschnick,research,32.75616594,-96.6101249,Cryptocephalus leucomelas,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cryptocephalus
5/25/2023,Sam Kieschnick,needs_id,32.75370678,-96.60795274,Gymnoclytia unicolor,,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Gymnoclytia
5/25/2023,Jeff Quayle,needs_id,32.75145386,-97.3671717,Eragrostis barrelieri,Mediterranean lovegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis
5/23/2023,acjci,needs_id,33.05532175,-96.67604221,Cossoninae,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,
5/25/2023,,needs_id,32.91662598,-97.29925537,Oidaematophorini,,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,
5/23/2023,acjci,research,33.05503973,-96.67621556,Hoshihananomia octopunctata,Eight-spotted Tumbling Flower Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Hoshihananomia
5/23/2023,acjci,research,33.05645984,-96.67586443,Sambucus nigra,European black elderberry,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus
5/23/2023,acjci,research,33.05499231,-96.67749406,Amphasia interstitialis,Red-headed Ground Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amphasia
5/23/2023,acjci,needs_id,33.05543498,-96.67621483,Dyschirius,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius
5/23/2023,acjci,needs_id,33.05516144,-96.67762196,Eoreuma,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Eoreuma
5/25/2023,Lisa Travis,needs_id,33.1331055,-96.84227,Dicliptera brachiata,False Mint,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Dicliptera
5/25/2023,Rick Travis,needs_id,33.1397445,-96.84594667,Bombyliini,,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,
5/25/2023,,needs_id,33.22399027,-97.58646291,Sida spinosa,prickly fanpetals,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida
5/25/2023,,research,33.39599667,-97.57975833,Pseudomethoca brazoria,,Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Pseudomethoca
5/25/2023,,needs_id,32.4978625,-96.9591891,Bombyliinae,,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,
5/25/2023,,needs_id,32.4978625,-96.9591891,Prionyx parkeri,Parker's Thread-waisted Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Prionyx
5/25/2023,Michael Connelly,needs_id,32.95771072,-96.78047372,Digitaria ischaemum,smooth crabgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria
5/25/2023,,research,32.65815801,-97.06967426,Gomphurus vastus,Cobra Clubtail,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus
5/25/2023,Colton Mayo,needs_id,32.90997624,-96.55911862,Setaria parviflora,knotroot bristlegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Setaria
5/25/2023,Michael A. Puttonen,needs_id,32.77261297,-96.63226897,Phaestoglochin,Carex sect. Phaestoglochin,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex
5/25/2023,Mary,needs_id,32.30866755,-96.63438231,Exoristinae,,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,
5/16/2023,,research,33.10903029,-96.66180438,Pseudopachybrachius basalis,,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Pseudopachybrachius
5/25/2023,Brynne L Bryan,needs_id,33.04360401,-97.17836098,Diadasia enavata,Sunflower Chimney Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia
5/25/2023,Joshua Ebright,research,32.82096709,-96.77196743,Tetranychus urticae,Twospotted Spider Mite,Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus
5/25/2023,Greg Hughes,needs_id,32.74653725,-97.27665086,Astata unicolor,,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Astata
5/26/2023,,needs_id,32.76738667,-97.32918667,Phoberia,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Phoberia
5/26/2023,,needs_id,32.76703333,-97.32993333,Allocosa absoluta,,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Allocosa
5/22/2023,Thomas McDaniel,needs_id,33.06081451,-96.96404155,Notodontidae,Prominent Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,
5/22/2023,Thomas McDaniel,needs_id,33.06173757,-96.95878107,Arphiini,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,
5/25/2023,Mustafa Malik,needs_id,33.00824822,-96.6131486,Aleyrodinae,,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,
5/26/2023,,research,32.98071753,-96.52919814,Alaus oculatus,Eastern Eyed Click Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Alaus
5/26/2023,Pjunkins,research,33.06801469,-97.23052339,Ululodes macleayanus,Macleay's Owlfly,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Ululodes
5/26/2023,Debbi Springer Musgrove,needs_id,32.58641267,-96.49375821,Stylosanthes,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Stylosanthes
5/3/2023,Aidan Campos,research,33.16811592,-97.036847,Dichanthelium dichotomum dichotomum,Small-fruited Panicgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dichanthelium
5/26/2023,Brice Praslicka,research,33.11898056,-97.078475,Stichopogon colei,,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Stichopogon
5/26/2023,Clarence Holmes,research,33.03725116,-96.66344595,Mycodrosophila claytonae,,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Mycodrosophila
5/26/2023,,needs_id,32.71195728,-96.7067585,Macrosiphoniella,Anthemid Aphids,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphoniella
5/26/2023,,research,33.13637217,-97.1519305,Schistocerca obscura,Obscure Bird Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca
5/26/2023,RandyB,research,33.09205803,-96.67512506,Neacoryphus bicrucis,White-crossed Seed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Neacoryphus
5/26/2023,RandyB,needs_id,33.09202898,-96.67520662,Boltonia diffusa,Smallhead Doll's Daisy,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Boltonia
5/26/2023,RandyB,needs_id,33.09197664,-96.67518315,Pluchea camphorata,Camphor-weed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea
5/26/2023,,needs_id,33.13619167,-97.15118333,Promachus bastardii,False Bee-Killer,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Promachus
5/26/2023,Clarence Holmes,needs_id,33.03727262,-96.66343416,Rhabdopterus deceptor,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Rhabdopterus
5/26/2023,Robert Slaughter,needs_id,32.32563333,-97.42128,Macrocephalini,,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,
5/26/2023,Grant West,needs_id,32.77235318,-96.42714847,Tutelina harti,Hart's Jumping Spider,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Tutelina
5/26/2023,Rick Travis,needs_id,32.88452911,-97.26448058,Erigeron bonariensis,Flax-leaved Horseweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron
5/26/2023,Jeff Harshfield,needs_id,33.21896667,-97.49025,Sphecinae,,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,
5/26/2023,Matt,needs_id,32.95224667,-97.16783,Cosymbiini,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,
5/26/2023,Jean H.,research,32.98398889,-96.98012222,Pachypsylla celtidisvesicula,Hackberry Blister Gall Psyllid,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla
5/26/2023,Jean H.,needs_id,32.98270278,-96.98168611,Cyclotelini,,Animalia,Arthropoda,Insecta,Diptera,Therevidae,
5/26/2023,,needs_id,32.95571088,-96.3463561,Metria,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Metria
5/26/2023,Mary,needs_id,32.30856157,-96.63431827,Nezara viridula,Southern Green Stink Bug,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara
5/26/2023,Lisa Travis,needs_id,32.88491333,-97.264595,Jasminum mesnyi,Primrose jasmine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum
5/26/2023,,needs_id,32.77437303,-96.57552668,Trogossitinae,,Animalia,Arthropoda,Insecta,Coleoptera,Trogossitidae,
5/26/2023,,needs_id,32.98017167,-96.780875,Neolema sexpunctata,Six-spotted Neolema,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Neolema
5/16/2023,Annika Lindqvist,research,32.635487,-96.91965,Battaristis concinnusella,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Battaristis
5/16/2023,Annika Lindqvist,needs_id,32.635487,-96.91965,Philonthus rufulus,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus
5/16/2023,Annika Lindqvist,research,32.635487,-96.91965,Heraeus plebejus,,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Heraeus
5/16/2023,Annika Lindqvist,needs_id,32.635487,-96.91965,Orthocladiini,,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,
5/16/2023,Annika Lindqvist,needs_id,32.635487,-96.91965,Macropelopiini,,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,
5/26/2023,Cyrus Allen,needs_id,32.47366331,-97.41239164,Eulithis gracilineata,Greater Grapevine Looper Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis
5/25/2023,acjci,needs_id,33.05986996,-96.67352341,Peoria,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Peoria
5/25/2023,acjci,needs_id,33.05736724,-96.67472251,Acrolophus,Grass Tubeworm Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus
5/25/2023,acjci,needs_id,33.05644572,-96.6758107,Vacusus,,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Vacusus
5/25/2023,acjci,needs_id,33.05871906,-96.67294135,Oedemeridae,False Blister Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,
5/25/2023,acjci,needs_id,33.05637851,-96.6758967,Osbornellus,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Osbornellus
5/25/2023,acjci,needs_id,33.05855657,-96.67356377,Staphylinini,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,
5/25/2023,acjci,research,33.05964279,-96.67314082,Stenolophus lecontei,LeConte's Seedcorn Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus
5/26/2023,Robert Luke,research,32.93326333,-97.22753667,Libellula incesta,Slaty Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
5/25/2023,acjci,needs_id,33.05870946,-96.67315581,Lobopoda,,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Lobopoda
5/25/2023,acjci,needs_id,33.0590825,-96.67302099,Lepturges,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Lepturges
5/25/2023,acjci,needs_id,33.05834629,-96.67317123,Rhipidia,,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia
5/25/2023,acjci,needs_id,33.05866772,-96.67224188,Labarrus,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Labarrus
5/25/2023,acjci,needs_id,33.05860831,-96.67275183,Trachelidae,Trachelid Spiders,Animalia,Arthropoda,Arachnida,Araneae,Trachelidae,
5/25/2023,acjci,needs_id,33.05869716,-96.67298695,Throscidae,Small false click beetles,Animalia,Arthropoda,Insecta,Coleoptera,Throscidae,
5/25/2023,acjci,needs_id,33.05851954,-96.673223,Limnaecia,,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Limnaecia
5/25/2023,acjci,research,33.05871806,-96.67296293,Apache degeeri,,Animalia,Arthropoda,Insecta,Hemiptera,Derbidae,Apache
5/25/2023,acjci,needs_id,33.05820635,-96.67256889,Tetanolita,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Tetanolita
5/25/2023,acjci,needs_id,33.05817298,-96.67279266,Lathrobium,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lathrobium
5/25/2023,acjci,needs_id,33.05834627,-96.67315173,Tyloderma,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Tyloderma
5/26/2023,Sam Moore,needs_id,32.53027023,-97.34297507,Tenebroides,Cadelles,Animalia,Arthropoda,Insecta,Coleoptera,Trogossitidae,Tenebroides
5/26/2023,Sam Moore,research,32.53027564,-97.34298597,Perispasta caeculalis,Titian Peale's Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Perispasta
5/26/2023,Sam Moore,research,32.5303071,-97.34301351,Toxonotus cornutus,,Animalia,Arthropoda,Insecta,Coleoptera,Anthribidae,Toxonotus
5/26/2023,Clarence Holmes,needs_id,33.03721533,-96.66347833,Coproica,,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Coproica
5/26/2023,Clarence Holmes,research,33.03728298,-96.66345859,Thambus horni,,Animalia,Arthropoda,Insecta,Coleoptera,Eucnemidae,Thambus
5/16/2023,Annika Lindqvist,needs_id,32.635487,-96.91965,Amydria margoriella,,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Amydria
5/26/2023,Judson Dommer,needs_id,32.9002842,-96.80280313,Chrysopinae,Typical Green Lacewings,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,
4/16/2023,,needs_id,33.035321,-96.7280318,Dejongia californicus,Gumweed Plume Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Dejongia
5/26/2023,Sam Moore,needs_id,32.5303071,-97.34301351,Bactra furfurana,Mottled Marble,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Bactra
5/26/2023,Sam Moore,research,32.53026214,-97.34298782,Rudenia leguminana,Black-tipped Rudenia Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Rudenia
5/27/2023,Murray Fisher,needs_id,32.23255833,-96.93144167,Pepsis thisbe,Thisbe's Tarantula-hawk Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Pepsis
5/27/2023,Northcut,research,32.75546667,-96.87898833,Cnemodus mavortius,,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Cnemodus
5/27/2023,,needs_id,32.77129361,-97.07875301,Digitaria,"crabgrasses, cottontops, and allies",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria
5/27/2023,Christine Haden,needs_id,32.92410278,-96.98458099,Pseudogynoxys,Flame Vines,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudogynoxys
5/27/2023,Bret Steven Williamson,needs_id,32.802325,-97.45488667,Dicranella heteromalla,Silky Forklet-moss,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranellaceae,Dicranella
5/27/2023,Christine Haden,needs_id,32.92471313,-96.98416901,Pleroma semidecandrum,glory bush,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pleroma
5/27/2023,Carolyn Gritzmaker,research,32.31178125,-97.01594844,Neotibicen superbus,Superb Dog-day Cicada,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Neotibicen
5/27/2023,Anna Mauk,needs_id,33.26142833,-97.06427783,Paracantha,,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Paracantha
5/27/2023,Jeff Quayle,research,32.80429614,-97.45552392,Hexasepalum teres,rough buttonweed,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hexasepalum
5/27/2023,,research,32.74712096,-97.81840065,Psyrassa unicolor,Branch Pruner Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Psyrassa
5/27/2023,Bret Steven Williamson,research,32.79287,-97.44535,Polanisia erosa,Large Clammyweed,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Polanisia
5/27/2023,Josh/Joshua,needs_id,32.80328852,-97.45641409,Desmodium perplexum,perplexed tick-trefoil,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium
5/27/2023,Josh/Joshua,needs_id,32.80313232,-97.45678732,Ogcodocera leucoprocta,White-faced bee fly,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Ogcodocera
5/27/2023,Josh/Joshua,needs_id,32.80428526,-97.45500717,Cyperus lupulinus,Great Plains Flatsedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus
5/27/2023,,needs_id,32.90890503,-96.77242279,Garcinia subelliptica,Common Garcinia,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia
5/27/2023,Ben Sandifer,needs_id,32.73625278,-96.72894722,Spermacoce glabra,Smooth False Buttonweed,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce
5/27/2023,,needs_id,32.772575,-97.331725,Triepeolus,Longhorn-cuckoo bees,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus
5/27/2023,Fratto,needs_id,32.712595,-97.11955283,Tribulus terrestris,puncture vine,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus
5/16/2023,Annika Lindqvist,research,32.635487,-96.91965,Orphulella speciosa,Pasture Locust,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Orphulella
5/16/2023,Annika Lindqvist,research,32.635487,-96.91965,Xerophloea viridis,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Xerophloea
5/27/2023,Jeff Quayle,needs_id,32.804245,-97.45479167,Coreopsis wrightii,Rock Tickseed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Coreopsis
5/27/2023,Josh/Joshua,needs_id,32.7984273,-97.45563347,Conyzinae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
